map_id,cell_type,spot_id,pdf_x_pt,pdf_y_pt,panel_x_norm,panel_y_norm,displayed_colour_value_approx,value_status,colourbar_y_px,colourbar_lab_distance,fill_hex,fill_r,fill_g,fill_b,marker_width_pt,marker_height_pt,drawing_index,visible_status
map_11,Acinar cells,map_11_0050,259.843994140625,65.36650466918945,0.21428023129027682,0.0879584280729606,0.02002458878076626,colourbar_calibrated_visible_approximation,590,2.565450486612391,#43274d,67,39,77,1.90997314453125,2.0510025024414062,442,vector_marker_extracted
map_11,Acinar cells,map_11_0051,261.7539978027344,65.36650466918945,0.24999992865991066,0.0879584280729606,0.050881097977452654,colourbar_calibrated_visible_approximation,582,0.4420308385465301,#472d57,71,45,87,1.90997314453125,2.0510025024414062,535,vector_marker_extracted
map_11,Acinar cells,map_11_0052,263.66351318359375,65.36650466918945,0.28571049449810965,0.0879584280729606,0.10487998907165316,colourbar_calibrated_visible_approximation,568,1.830630313225068,#503171,80,49,113,1.90899658203125,2.0510025024414062,643,vector_marker_extracted
map_11,Acinar cells,map_11_0053,265.572998046875,65.36650466918945,0.32142048961559394,0.0879584280729606,0.08945173447330997,colourbar_calibrated_visible_approximation,572,1.7805933688967182,#4f316d,79,49,109,1.90997314453125,2.0510025024414062,626,vector_marker_extracted
map_11,Acinar cells,map_11_0054,267.4830017089844,65.36650466918945,0.35714018698522776,0.0879584280729606,0.17430713476419687,colourbar_calibrated_visible_approximation,550,1.1488385861321047,#4d3f81,77,63,129,1.90997314453125,2.0510025024414062,713,vector_marker_extracted
map_11,Acinar cells,map_11_0055,269.39300537109375,65.36650466918945,0.3928598843548616,0.0879584280729606,0.05473816162703811,colourbar_calibrated_visible_approximation,581,0.7866402422253508,#482e5a,72,46,90,1.90997314453125,2.0510025024414062,551,vector_marker_extracted
map_11,Acinar cells,map_11_0056,271.302490234375,65.36650466918945,0.42856987947234587,0.0879584280729606,0.0663093525757954,colourbar_calibrated_visible_approximation,578,1.479473864929783,#4b3160,75,49,96,1.90899658203125,2.0510025024414062,595,vector_marker_extracted
map_11,Acinar cells,map_11_0057,273.2120056152344,65.36650466918945,0.46428044531054485,0.0879584280729606,0.0855946708237245,colourbar_calibrated_visible_approximation,573,2.2045432027137597,#4e316b,78,49,107,1.90997314453125,2.0510025024414062,624,vector_marker_extracted
map_11,Acinar cells,map_11_0058,275.12200927734375,65.36650466918945,0.5000001426801787,0.0879584280729606,0.04702403432786674,colourbar_calibrated_visible_approximation,583,1.0566360313948728,#472c55,71,44,85,1.90997314453125,2.0510025024414062,496,vector_marker_extracted
map_11,Acinar cells,map_11_0059,277.0315246582031,65.36650466918945,0.5357107085183777,0.0879584280729606,0.05473816162703811,colourbar_calibrated_visible_approximation,581,0.7866402422253508,#482e5a,72,46,90,1.90899658203125,2.0510025024414062,549,vector_marker_extracted
map_11,Acinar cells,map_11_0060,278.9410095214844,65.36650466918945,0.571420703635862,0.0879584280729606,0.06245228892620994,colourbar_calibrated_visible_approximation,579,1.0343827312341518,#4a305e,74,48,94,1.90997314453125,2.0510025024414062,576,vector_marker_extracted
map_11,Acinar cells,map_11_0061,280.85101318359375,65.36650466918945,0.6071404010054957,0.0879584280729606,0.05473816162703811,colourbar_calibrated_visible_approximation,581,0.41515244965855336,#482e59,72,46,89,1.90997314453125,2.0510025024414062,541,vector_marker_extracted
map_11,Acinar cells,map_11_0062,282.760986328125,65.36650466918945,0.6428595276544149,0.0879584280729606,0.1588788801658541,colourbar_calibrated_visible_approximation,554,1.4015642182672594,#50387d,80,56,125,1.90997314453125,2.0510025024414062,688,vector_marker_extracted
map_11,Acinar cells,map_11_0063,284.6705017089844,65.36650466918945,0.6785700934926139,0.0879584280729606,0.05473816162703811,colourbar_calibrated_visible_approximation,581,0.41515244965855336,#482e59,72,46,89,1.90899658203125,2.0510025024414062,540,vector_marker_extracted
map_11,Acinar cells,map_11_0064,286.5799865722656,65.36650466918945,0.7142800886100982,0.0879584280729606,0.0663093525757954,colourbar_calibrated_visible_approximation,578,1.4088325815725697,#4c3162,76,49,98,1.90997314453125,2.0510025024414062,602,vector_marker_extracted
map_11,Acinar cells,map_11_0065,288.489990234375,65.36650466918945,0.749999785979732,0.0879584280729606,0.04702403432786674,colourbar_calibrated_visible_approximation,583,1.0566360313948728,#472c55,71,44,85,1.90997314453125,2.0510025024414062,497,vector_marker_extracted
map_11,Acinar cells,map_11_0066,290.3995056152344,65.36650466918945,0.7857103518179309,0.0879584280729606,0.043166970678280826,colourbar_calibrated_visible_approximation,584,1.7185371924090493,#452a51,69,42,81,1.90899658203125,2.0510025024414062,474,vector_marker_extracted
map_11,Acinar cells,map_11_0067,292.3089904785156,65.36650466918945,0.8214203469354152,0.0879584280729606,0.03159577972952354,colourbar_calibrated_visible_approximation,587,2.1452647653023607,#452950,69,41,80,1.90997314453125,2.0510025024414062,463,vector_marker_extracted
map_11,Acinar cells,map_11_0068,294.218994140625,65.36650466918945,0.8571400443050491,0.0879584280729606,0.33630380804679927,colourbar_calibrated_visible_approximation,508,0.9749866764961612,#40658c,64,101,140,1.90997314453125,2.0510025024414062,780,vector_marker_extracted
map_11,Acinar cells,map_11_0069,261.7539978027344,67.41753005981445,0.24999992865991066,0.11727847668631493,0.03159577972952354,colourbar_calibrated_visible_approximation,587,2.5100158250946967,#43284f,67,40,79,1.90997314453125,2.0510025024414062,448,vector_marker_extracted
map_11,Acinar cells,map_11_0070,263.66351318359375,67.41753005981445,0.28571049449810965,0.11727847668631493,0.1588788801658541,colourbar_calibrated_visible_approximation,554,1.4015642182672594,#50387d,80,56,125,1.90899658203125,2.0510025024414062,690,vector_marker_extracted
map_11,Acinar cells,map_11_0071,265.572998046875,67.41753005981445,0.32142048961559394,0.11727847668631493,0.10487998907165316,colourbar_calibrated_visible_approximation,568,1.830630313225068,#503171,80,49,113,1.90997314453125,2.0510025024414062,640,vector_marker_extracted
map_11,Acinar cells,map_11_0072,267.4830017089844,67.41753005981445,0.35714018698522776,0.11727847668631493,0.12802237096916771,colourbar_calibrated_visible_approximation,562,1.0533661655316158,#513174,81,49,116,1.90997314453125,2.0510025024414062,652,vector_marker_extracted
map_11,Acinar cells,map_11_0073,269.39300537109375,67.41753005981445,0.3928598843548616,0.11727847668631493,0.050881097977452654,colourbar_calibrated_visible_approximation,582,0.8771663379539828,#472c56,71,44,86,1.90997314453125,2.0510025024414062,527,vector_marker_extracted
map_11,Acinar cells,map_11_0074,271.302490234375,67.41753005981445,0.42856987947234587,0.11727847668631493,0.05859522527662402,colourbar_calibrated_visible_approximation,580,1.038556871910018,#4a305d,74,48,93,1.90899658203125,2.0510025024414062,567,vector_marker_extracted
map_11,Acinar cells,map_11_0075,273.2120056152344,67.41753005981445,0.46428044531054485,0.11727847668631493,0.0663093525757954,colourbar_calibrated_visible_approximation,578,1.4088325815725697,#4c3162,76,49,98,1.90997314453125,2.0510025024414062,596,vector_marker_extracted
