series,sample_index,log10_molar,plotted_value,pdf_x_pt,pdf_y_pt,status
ADR,211,-6.142546295779798,81.39768826590017,153.20700073242188,232.56503295898438,curve_path_traced
ADR,212,-6.0181358238235685,81.79970382174007,154.3800048828125,232.34103393554688,curve_path_traced
ADR,213,-6.012303223192273,81.90020771070004,154.43499755859375,232.2850341796875,curve_path_traced
ADR,214,-5.988757577636022,81.90020771070004,154.65699768066406,232.2850341796875,curve_path_traced
ADR,215,-5.98281816467352,82.00071159966001,154.71299743652344,232.22903442382812,curve_path_traced
ADR,216,-5.959060512823513,82.00071159966001,154.93699645996094,232.22903442382812,curve_path_traced
ADR,217,-5.947500505523472,82.09582059321805,155.04598999023438,232.17604064941406,curve_path_traced
ADR,218,-5.923636041342259,82.09582059321805,155.27099609375,232.17604064941406,curve_path_traced
ADR,219,-5.917696628379757,82.19632448217803,155.32699584960938,232.1200408935547,curve_path_traced
ADR,220,-5.882272156898503,82.19632448217803,155.66099548339844,232.1200408935547,curve_path_traced
ADR,221,-5.876437937898553,82.29863579802392,155.71600341796875,232.0630340576172,curve_path_traced
ADR,222,-5.8469528793798,82.29863579802392,155.99400329589844,232.0630340576172,curve_path_traced
ADR,223,-5.835074053454797,82.39733226009797,156.1060028076172,232.00804138183594,curve_path_traced
ADR,224,-5.793710169011041,82.39733226009797,156.49600219726562,232.00804138183594,curve_path_traced
ADR,225,-5.787877568379745,82.49783614905795,156.55099487304688,231.95204162597656,curve_path_traced
ADR,226,-5.746513683935989,82.49783614905795,156.9409942626953,231.95204162597656,curve_path_traced
ADR,227,-5.740467458642281,82.60014746490386,156.9980010986328,231.89503479003906,curve_path_traced
